駅名(漢字)	読み	頭文字	母音	県	会社	路線	廃駅	文字数
岩塚	いわつか	い	IAUA	愛知県	名古屋市営地下鉄	東山線		2
岩槻	いわつき	い	IAUI	埼玉県	東武	野田線		2
岩原スキー場前	いわっぱらすきーじょうまえ	い	IAAAUIIOOAE	新潟県	JR東日本	上越線		7
岩出	いわで	い	IAE	和歌山県	JR西日本	和歌山線		2
岩手飯岡	いわていいおか	い	IAEIIOA	岩手県	JR東日本	東北本線		4
岩手石橋(貨)	いわていしばし	い	IAEIIAI	岩手県	岩手開発鉄道	日頃市線		4
岩手大川	いわておおかわ	い	IAEOOAA	岩手県	JR東日本	岩泉線	D	4
岩手上郷	いわてかみごう	い	IAEAIOO	岩手県	JR東日本	釜石線		4
岩手刈屋	いわてかりや	い	IAEAIA	岩手県	JR東日本	岩泉線	D	4
岩手川口	いわてかわぐち	い	IAEAAUI	岩手県	IGRいわて銀河鉄道			4
いわて沼宮内	いわてぬまくない	い	IAEUAUAI	岩手県	IGRいわて銀河鉄道			6
岩手二日町	いわてふつかまち	い	IAEUUAAI	岩手県	JR東日本	釜石線		5
岩手船越	いわてふなこし	い	IAEUAOI	岩手県	三陸鉄道	リアス線		4
岩出山	いわでやま	い	IAEAA	宮城県	JR東日本	陸羽東線		3
岩手和井内	いわてわいない	い	IAEAIAI	岩手県	JR東日本	岩泉線	D	5
石刀	いわと	い	IAO	愛知県	名鉄	名古屋本線		2
岩内	いわない	い	IAAI	北海道	国鉄	岩内線	D	2
岩波	いわなみ	い	IAAI	静岡県	JR東海	御殿場線		2
岩沼	いわぬま	い	IAUA	宮城県	JR東日本	東北本線		2
巌根	いわね	い	IAE	千葉県	JR東日本	内房線		2
岩根橋	いわねばし	い	IAEAI	岩手県	JR東日本	釜石線		3
岩ノ下	いわのした	い	IAOIA	岩手県	JR東日本	大船渡線		3
岩野目	いわのめ	い	IAOE	秋田県	秋田内陸縦貫鉄道			3
岩鼻	いわはな	い	IAAA	山口県	JR西日本	宇部線		2
岩原	いわはら	い	IAAA	神奈川県	伊豆箱根鉄道	大雄山線		2
岩舟	いわふね	い	IAUE	栃木県	JR東日本	両毛線		2
岩船町	いわふねまち	い	IAUEAI	新潟県	JR東日本	羽越本線		3
岩間	いわま	い	IAA	茨城県	JR東日本	常磐線		2
岩松	いわまつ	い	IAAU	長崎県	JR九州	大村線		2
岩美[鳥取]	いわみ	い	IAI	鳥取県	JR西日本	山陰本線		2
石見[奈良]	いわみ	い	IAI	奈良県	近鉄	橿原線		2
石見川越	いわみかわごえ	い	IAIAAOE	島根県	JR西日本	三江線	D	4
石見川本	いわみかわもと	い	IAIAAOO	島根県	JR西日本	三江線	D	4
岩見沢	いわみざわ	い	IAIAA	北海道	JR北海道	函館本線		3
石見都賀	いわみつが	い	IAIUA	島根県	JR西日本	三江線	D	4
石見津田	いわみつだ	い	IAIUA	島根県	JR西日本	山陰本線		4
石見福光	いわみふくみつ	い	IAIUUIU	島根県	JR西日本	山陰本線		4
石見松原	いわみまつばら	い	IAIAUAA	島根県	JR西日本	三江線	D	4
石見簗瀬	いわみやなぜ	い	IAIAAE	島根県	JR西日本	三江線	D	4
石見横田	いわみよこた	い	IAIOOA	島根県	JR西日本	山口線		4
岩村	いわむら	い	IAUA	岐阜県	明知鉄道			2
岩村田	いわむらだ	い	IAUAA	長野県	JR東日本	小海線		3
岩室	いわむろ	い	IAUO	新潟県	JR東日本	越後線		2
岩本	いわもと	い	IAOO	群馬県	JR東日本	上越線		2
岩本町	いわもとちょう	い	IAOOOO	東京都	都営地下鉄	新宿線		3
岩屋(佐賀)	いわや	い	IAA	佐賀県	JR九州	唐津線		2
岩屋(兵庫)	いわや	い	IAA	兵庫県	阪神	本線		2
岩屋橋	いわやばし	い	IAAAI	長崎県	長崎電軌	本線		3
岩山	いわやま	い	IAAA	岡山県	JR西日本	姫新線		2
印西牧の原	いんざいまきのはら	い	INAIAIOAA	千葉県	北総鉄道			5
インテック本社前	いんてっくほんしゃまえ	い	INEUONAAE	富山県	富山ライトレール			8
院内	いんない	い	INAI	秋田県	JR東日本	奥羽本線		2
院庄	いんのしょう	い	INOOO	岡山県	JR西日本	姫新線		2
印場	いんば	い	INA	愛知県	名鉄	瀬戸線		2
印旛日本医大	いんばにほんいだい	い	INAIONIAI	千葉県	北総鉄道			6
因原	いんばら	い	INAA	島根県	JR西日本	三江線	D	2
伊部	いんべ	い	INE	岡山県	JR西日本	赤穂線		2
植木	うえき	う	UEI	熊本県	JR九州	鹿児島本線		2
植木町	うえきまち	う	UEIAI	熊本県	山鹿温泉鉄道		D	3
上島(熊本)	うえじま	う	UEIA	熊本県	熊延鉄道		D	2
ウェスパ椿山	うぇすぱつばきやま	う	EUAUAIAA	青森県	JR東日本	五能線		6
植田(豊橋市)	うえた	う	UEA	愛知県	豊橋鉄道	渥美線		2
植田(福島)	うえだ	う	UEA	福島県	JR東日本	常磐線		2
上田[長野]	うえだ	う	UEA	長野県	しなの鉄道			2
植田(名古屋市)	うえだ	う	UEA	愛知県	名古屋市営地下鉄	鶴舞線		2
植田(島根)	うえだ	う	UEA	島根県	一畑電鉄	広瀬線	D	2
植大	うえだい	う	UEAI	愛知県	名鉄	河和線		2
上田原	うえだはら	う	UEAAA	長野県	上田電鉄			3
植苗	うえなえ	う	UEAE	北海道	JR北海道	千歳線		2
上野	うえの	う	UEO	東京都	JR東日本	東北本線		2
上野御徒町	うえのおかちまち	う	UEOOAIAI	東京都	都営地下鉄	大江戸線		5
上野市	うえのし	う	UEOI	三重県	伊賀鉄道			3
上野芝	うえのしば	う	UEOIA	大阪府	JR西日本	阪和線		3
上野原	うえのはら	う	UEOAA	山梨県	JR東日本	中央本線		3
上ノ原	うえのはる	う	UEOAU	大分県	大分交通	耶馬溪線	D	3
上野広小路	うえのひろこうじ	う	UEOIOOI	東京都	東京メトロ	銀座線		5
上林	うえばやし	う	UEAAI	三重県	伊賀鉄道			2
上平	うえひら	う	UEIA	北海道	国鉄	羽幌線	D	2
植松	うえまつ	う	UEAU	岡山県	JR西日本	本四備讃線		2
植村	うえむら	う	UEUA	鹿児島県	JR九州	肥薩線		2
宇遠内	うえんない	う	UENAI	北海道	国鉄	天北線	D	3
魚市場通	うおいちばどおり	う	UOIIAOOI	北海道	函館市電	本線		4
魚崎	うおざき	う	UOAI	兵庫県	阪神	本線		2
魚住	うおずみ	う	UOUI	兵庫県	JR西日本	山陽本線		2
魚津	うおづ	う	UOU	富山県	あいの風とやま鉄道			2
魚沼丘陵	うおぬまきゅうりょう	う	UOUAUUOO	新潟県	北越急行			4
魚沼田中	うおぬまたなか	う	UOUAAAA	新潟県	JR東日本	只見線		4
魚沼中条	うおぬまなかじょう	う	UOUAAAOO	新潟県	JR東日本	飯山線		4
鵜飼	うかい	う	UAI	広島県	JR西日本	福塩線		2
鵜方	うがた	う	UAA	三重県	近鉄	志摩線		2
宇賀本郷	うかほんごう	う	UAONOO	山口県	JR西日本	山陰本線		4
浮孔	うきあな	う	UIAA	奈良県	近鉄	南大阪線		2
浮島町(貨)	うきしまちょう	う	UIIAOO	神奈川県	神奈川臨海鉄道			3
うきは	うきは	う	UIA	福岡県	JR九州	久大本線		3
浮蓋	うきぶた	う	UIUA	秋田県	羽後交通	横荘線	D	2
浮鞭	うきぶち	う	UIUI	高知県	土佐くろしお鉄道	中村線		2
浮間舟渡	うきまふなど	う	UIAUAO	東京都	JR東日本	埼京線		4
宇久井	うくい	う	UUI	和歌山県	JR西日本	紀勢本線		3
鶯沢	うぐいすざわ	う	UUIUAA	宮城県	くりはら田園鉄道		D	2
鶯沢工業高校前	うぐいすざわこうぎょうこうこうまえ	う	UUIUAAOOOOOOOOAE	宮城県	くりはら田園鉄道		D	7
鶯谷	うぐいすだに	う	UUIUAI	東京都	JR東日本	京浜東北線		2
鶯野	うぐいすの	う	UUIUO	秋田県	JR東日本	田沢湖線		2
鴬の森	うぐいすのもり	う	UUIUOOI	兵庫県	能勢電鉄	妙見線		3
鶯巣	うぐす	う	UUU	長野県	JR東海	飯田線		2
有家	うげ	う	UE	岩手県	JR東日本	八戸線		2
羽後飯塚	うごいいづか	う	UOIIUA	秋田県	JR東日本	奥羽本線		4
羽後岩谷	うごいわや	う	UOIAA	秋田県	JR東日本	羽越本線		4
羽後牛島	うごうしじま	う	UOUIIA	秋田県	JR東日本	羽越本線		4
羽後太田	うごおおた	う	UOOOA	秋田県	秋田内陸縦貫鉄道			4
羽後大森	うごおおもり	う	UOOOOI	秋田県	羽後交通	横荘線	D	4
羽後亀田	うごかめだ	う	UOAEA	秋田県	JR東日本	羽越本線		4
羽後境	うごさかい	う	UOAAI	秋田県	JR東日本	奥羽本線		3
羽後里見	うごさとみ	う	UOAOI	秋田県	羽後交通	横荘線	D	4
羽後中里	うごなかざと	う	UOAAAO	秋田県	秋田内陸縦貫鉄道			4
羽後長戸呂	うごながとろ	う	UOAAOO	秋田県	秋田内陸縦貫鉄道			5
羽後長野	うごながの	う	UOAAO	秋田県	JR東日本	田沢湖線		4
羽後本荘	うごほんじょう	う	UOONOO	秋田県	JR東日本	羽越本線		4
羽後三輪	うごみわ	う	UOIA	秋田県	羽後交通	雄勝線	D	4
羽後山田	うごやまだ	う	UOAAA	秋田県	羽後交通	雄勝線	D	4
羽後四ッ屋	うごよつや	う	UOOUA	秋田県	JR東日本	田沢湖線		5
宇佐	うさ	う	UA	大分県	JR九州	日豊本線		2
宇佐高校前	うさこうこうまえ	う	UAOOOOAE	大分県	大分交通	宇佐参宮線	D	5
宇佐八幡	うさはちまん	う	UAAIAN	大分県	大分交通	宇佐参宮線	D	4
宇佐美	うさみ	う	UAI	静岡県	JR東日本	伊東線		3
宇治(JR西日本)	うじ	う	UI	京都府	JR西日本	奈良線		2
宇治(京阪)	うじ	う	UI	京都府	京阪	宇治線		2
氏家	うじいえ	う	UIIE	栃木県	JR東日本	東北本線		2
潮	うしお	う	UIO	島根県	JR西日本	三江線	D	1
牛ヶ原	うしがはら	う	UIAAA	福井県	JR西日本	越美北線		3
牛久	うしく	う	UIU	茨城県	JR東日本	常磐線		2
牛久保	うしくぼ	う	UIUO	愛知県	JR東海	飯田線		3
牛込神楽坂	うしごめかぐらざか	う	UIOEAUAAA	東京都	都営地下鉄	大江戸線		5
牛込柳町	うしごめやなぎちょう	う	UIOEAAIOO	東京都	都営地下鉄	大江戸線		4
牛田(広島)	うした	う	UIA	広島県	広島高速交通	アストラムライン		2
牛田(東京)	うしだ	う	UIA	東京都	東武	伊勢崎線		2
牛田(愛知)	うしだ	う	UIA	愛知県	名鉄	名古屋本線		2
宇治団地前	うじだんちまえ	う	UIANIAE	高知県	とさでん	伊野線		5
牛津	うしづ	う	UIU	佐賀県	JR九州	長崎本線		2
宇品	うじな	う	UIA	広島県	国鉄	宇品線	D	2
宇品五丁目	うじなごちょうめ	う	UIAOOOE	広島県	広島電鉄	宇品線		5
宇品三丁目	うじなさんちょうめ	う	UIAANOOE	広島県	広島電鉄	宇品線		5
宇品二丁目	うじなにちょうめ	う	UIAIOOE	広島県	広島電鉄	宇品線		5
宇品四丁目	うじなよんちょうめ	う	UIAONOOE	広島県	広島電鉄	宇品線		5
牛島	うしのしま	う	UIOIA	徳島県	JR四国	徳島線		2
牛ノ浜	うしのはま	う	UIOAA	鹿児島県	肥薩おれんじ鉄道			3
牛ノ谷	うしのや	う	UIOA	福井県	JR西日本	北陸本線		3
牛浜	うしはま	う	UIAA	東京都	JR東日本	青梅線		2
牛渕	うしぶち	う	UIUI	愛媛県	伊予鉄道	横河原線		2
牛渕団地前	うしぶちだんちまえ	う	UIUIANIAE	愛媛県	伊予鉄道	横河原線		5
牛山	うしやま	う	UIAA	愛知県	名鉄	小牧線		2
宇治山田	うじやまだ	う	UIAAA	三重県	近鉄	山田線		4
後潟	うしろがた	う	UIOAA	青森県	JR東日本	津軽線		2
後平	うしろたい	う	UIOAI	青森県	南部縦貫鉄道		D	2
有珠	うす	う	UU	北海道	JR北海道	室蘭本線		2
臼杵[大分]	うすき	う	UUI	大分県	JR九州	日豊本線		2
宇宿[鹿児島]	うすき	う	UUI	鹿児島県	JR九州	指宿枕崎線		2
鵜杉	うすぎ	う	UUI	山形県	JR東日本	陸羽東線		2
宇宿一丁目	うすきいっちょうめ	う	UUIIOOE	鹿児島県	鹿児島市電	谷山線		5
臼田	うすだ	う	UUA	長野県	JR東日本	小海線		2
臼ノ浦	うすのうら	う	UUOUA	長崎県	国鉄	臼ノ浦線	D	3
太秦	うずまさ	う	UUAA	京都府	JR西日本	山陰本線		2
太秦広隆寺	うずまさこうりゅうじ	う	UUAAOOUUI	京都府	京福電鉄	嵐山本線		5
太秦天神川	うずまさてんじんがわ	う	UUAAENINAA	京都府	京都市営地下鉄	東西線		5
臼谷	うすや	う	UUA	北海道	国鉄	羽幌線	D	2
羽前大山	うぜんおおやま	う	UENOOAA	山形県	JR東日本	羽越本線		4
羽前金沢	うぜんかねざわ	う	UENAEAA	山形県	JR東日本	左沢線		4
羽前小松	うぜんこまつ	う	UENOAU	山形県	JR東日本	米坂線		4
羽前前波	うぜんぜんなみ	う	UENENAI	山形県	JR東日本	陸羽西線		4
羽前高松	うぜんたかまつ	う	UENAAAU	山形県	JR東日本	左沢線		4
羽前千歳	うぜんちとせ	う	UENIOE	山形県	JR東日本	奥羽本線		4
羽前椿	うぜんつばき	う	UENUAI	山形県	JR東日本	米坂線		3
羽前豊里	うぜんとよさと	う	UENOOAO	山形県	JR東日本	奥羽本線		4
羽前長崎	うぜんながさき	う	UENAAAI	山形県	JR東日本	左沢線		4
羽前中山	うぜんなかやま	う	UENAAAA	山形県	JR東日本	奥羽本線		4
羽前成田	うぜんなりた	う	UENAIA	山形県	山形鉄道	フラワー長井線		4
羽前沼沢	うぜんぬまざわ	う	UENUAAA	山形県	JR東日本	米坂線		4
羽前松岡	うぜんまつおか	う	UENAUOA	山形県	JR東日本	米坂線		4
羽前水沢	うぜんみずさわ	う	UENIUAA	山形県	JR東日本	羽越本線		4
羽前宮内	うぜんみやうち	う	UENIAUI	山形県	山形交通	三山線	D	4
羽前山辺	うぜんやまべ	う	UENAAE	山形県	JR東日本	左沢線		4
宇曽	うそ	う	UO	大分県	大分交通	耶馬溪線	D	2
宇田郷	うたごう	う	UAOO	山口県	JR西日本	山陰本線		3
歌越	うたこし	う	UAOI	北海道	国鉄	羽幌線	D	2
歌津[宮城]	うたつ	う	UAU	宮城県	JR東日本	気仙沼線(BRT)	BRT	2
宇多津	うたづ	う	UAU	香川県	JR四国	予讃線		3
宇多津駅前	うたづえきまえ	う	UAUEIAE	香川県	琴平参宮電鉄	坂出線	D	5
宇多津新町	うたづしんまち	う	UAUINAI	香川県	琴平参宮電鉄	坂出線	D	5
歌内	うたない	う	UAAI	北海道	JR北海道	宗谷本線		2
宇多野	うたの	う	UAO	京都府	京福電鉄	北野線		3
内海(宮崎)	うちうみ	う	UIUI	宮崎県	JR九州	日南線		2
内ヶ巻	うちがまき	う	UIAAI	新潟県	JR東日本	飯山線		3
内子	うちこ	う	UIO	愛媛県	JR四国	予讃線		2
内郷	うちごう	う	UIOO	福島県	JR東日本	常磐線		2
打越	うちごし	う	UIOI	熊本県	熊本電鉄	上熊本線		2
内幸町	うちさいわいちょう	う	UIAIAIOO	東京都	都営地下鉄	三田線		3
内宿	うちじゅく	う	UIUU	埼玉県	埼玉新都市交通			2
打田[和歌山]	うちた	う	UIA	和歌山県	JR西日本	和歌山線		2
内田	うちだ	う	UIA	福岡県	平成筑豊鉄道	田川線		2
打出	うちで	う	UIE	兵庫県	阪神	本線		2
内名	うちな	う	UIA	広島県	JR西日本	芸備線		2
内灘	うちなだ	う	UIAA	石川県	北陸鉄道	浅野川線		2
内野	うちの	う	UIO	新潟県	JR東日本	越後線		2
内之田	うちのだ	う	UIOA	宮崎県	JR九州	日南線		3
内野西が丘	うちのにしがおか	う	UIOIIAOA	新潟県	JR東日本	越後線		5
内牧	うちのまき	う	UIOAI	熊本県	JR九州	豊肥本線		2
内原	うちはら	う	UIAA	茨城県	JR東日本	常磐線		2
内間	うちま	う	UIA	沖縄県	沖縄県鉄道	嘉手納線	D	2
内山	うちやま	う	UIAA	富山県	富山地鉄	本線		2
内山田	うちやまだ	う	UIAAA	鹿児島県	鹿児島交通	南薩線	D	3
打除	うちよけ	う	UIOE	愛媛県	住友金属鉱山下部鉄道		D	2
宇津	うつ	う	UU	北海道	国鉄	名寄本線	D	2
宇都井	うづい	う	UUI	島根県	JR西日本	三江線	D	3
打井川	うついがわ	う	UUIAA	高知県	JR四国	予土線		3
現川	うつつがわ	う	UUUAA	長崎県	JR九州	長崎本線		2
ウッディタウン中央	うっでぃたうんちゅうおう	う	UIIAUNUUOO	兵庫県	神鉄	公園都市線		9
宇津野	うつの	う	UUO	岩手県	JR東日本	岩泉線	D	3
内野(福島)	うつの	う	UUO	福島県	日本硫黄沼尻鉄道		D	2
宇都宮	うつのみや	う	UUOIA	栃木県	JR東日本	東北本線		3
打吹	うつぶき	う	UUUI	鳥取県	国鉄	倉吉線	D	2
内船	うつぶな	う	UUUA	山梨県	JR東海	身延線		2
内部	うつべ	う	UUE	三重県	四日市あすなろう鉄道			2
打保	うつぼ	う	UUO	岐阜県	JR東海	高山本線		2
内海(愛知)	うつみ	う	UUI	愛知県	名鉄	知多新線		2
宇土	うと	う	UO	熊本県	JR九州	鹿児島本線		2
宇頭	うとう	う	UOO	愛知県	名鉄	名古屋本線		2
鵜殿	うどの	う	UOO	三重県	JR東海	紀勢本線		2
鵜苫	うとま	う	UOA	北海道	JR北海道	日高本線		2
宇奈月	うなづき	う	UAUI	富山県	黒部峡谷鉄道			3
宇奈月温泉	うなづきおんせん	う	UAUIONEN	富山県	富山地鉄	本線		5
鵜沼	うぬま	う	UUA	岐阜県	JR東海	高山本線		2
鵜沼宿	うぬまじゅく	う	UUAUU	岐阜県	名鉄	各務原線		3
有年	うね	う	UE	兵庫県	JR西日本	山陽本線		2
畦野	うねの	う	UEO	兵庫県	能勢電鉄	妙見線		2
畝傍	うねび	う	UEI	奈良県	JR西日本	桜井線		2
畝傍御陵前	うねびごりょうまえ	う	UEIOOOAE	奈良県	近鉄	橿原線		5
宇野	うの	う	UO	岡山県	JR西日本	宇野線		2
鵜の木	うのき	う	UOI	東京都	東急	多摩川線		3
宇野気	うのけ	う	UOE	石川県	JR西日本	七尾線		3
宇島	うのしま	う	UOIA	福岡県	JR九州	日豊本線		2
鵜住居	うのすまい	う	UOUAI	岩手県	三陸鉄道	リアス線		3
宇野辺	うのべ	う	UOE	大阪府	大阪高速鉄道	大阪モノレール線		3
卯之町	うのまち	う	UOAI	愛媛県	JR四国	予讃線		3
祖母島	うばしま	う	UAIA	群馬県	JR東日本	吾妻線		3
姥堂	うばどう	う	UAOO	福島県	JR東日本	磐越西線		2
鵜原	うばら	う	UAA	千葉県	JR東日本	外房線		2
卯原内	うばらない	う	UAAAI	北海道	国鉄	湧網線	D	3
